,Season,Match Number,Round Number,Week,Date,Location,Home Team,Away Team,AB_HOME,Pace_HOME,OffRtg_HOME,DefRtg_HOME,NetRtg_HOME,GOW_HOME,AB_AWAY,Pace_AWAY,OffRtg_AWAY,DefRtg_AWAY,NetRtg_AWAY,GOW_AWAY,Result
267,19-20,268,6,6,29/11/2019 21:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,DET,100.0,107.6,110.9,-3.4," vs. ORL, @ CHA, vs. CHA, vs. SAS",CHA,100.4,105.2,112.7,-7.5," @ MIA, vs. DET, @ DET, @ MIL",107 - 110
268,19-20,269,6,6,29/11/2019 21:00,Amway Center,Orlando Magic,Toronto Raptors,ORL,98.5,103.6,104.7,-1.1," @ DET, @ CLE, vs. TOR, vs. GSW",TOR,102.2,110.5,103.2,+7.3," vs. PHI, vs. NYK, @ ORL, vs. UTA",83 - 90
269,19-20,270,6,6,29/11/2019 21:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,CLE,99.8,104.4,112.0,-7.6," vs. BKN, vs. ORL, vs. MIL",MIL,107.2,111.0,102.1,+8.9," vs. UTA, vs. ATL, @ CLE vs. CHA",110 - 119
270,19-20,271,6,6,29/11/2019 21:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,NYK,98.7,103.4,110.1,-6.7," @ TOR, vs. PHI, vs. BOS",PHI,101.2,108.2,103.1,+5.1," @ TOR, vs. SAC, @ NYK, vs. IND",95 - 101
271,19-20,272,6,6,29/11/2019 22:00,Bankers Life Fieldhouse,Indiana Pacers,Atlanta Hawks,IND,99.7,107.3,102.7,+4.6," vs. MEM, vs. UTA, vs. ATL, @ PHI",ATL,102.6,104.4,113.9,-9.6," vs. MIN, @ MIL, @ IND, @ HOU",105 - 104
272,19-20,273,6,6,29/11/2019 22:00,American Airlines Arena,Miami Heat,Golden State Warriors,MIA,101.5,108.2,102.5,+5.7," vs. CHA, @ HOU, vs. GSW, @ BKN",GSW,102.0,105.3,115.9,-10.6," vs. OKC, vs. CHI, @ MIA, @ ORL",122 - 105
273,19-20,274,6,6,29/11/2019 22:00,FedExForum,Memphis Grizzlies,Utah Jazz,MEM,104.4,103.8,111.8,-8.0," @ IND, vs. LAC, vs. UTA, @ MIN",UTA,100.8,105.6,101.4,+4.2," @ MIL, @ IND, @ MEM, @ TOR",94 - 103
274,19-20,275,6,6,29/11/2019 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,New Orleans Pelicans,OKC,100.9,105.6,106.0,-0.4," @ GSW, @ POR, vs. NOP, @ NOP",NOP,105.0,109.7,114.0,-4.2," vs. LAL, @ OKC, vs. OKC",109 - 104
275,19-20,276,6,6,29/11/2019 22:30,AT&T Center,San Antonio Spurs,LA Clippers,SAS,102.0,110.7,113.1,-2.4," vs. LAL, vs. MIN, vs. LAC, @ DET",LAC,102.7,110.7,103.8,+6.8," @ DAL, @ MEM, @ SAS, vs. WAS",107 - 97
276,19-20,277,6,6,29/11/2019 23:00,Talking Stick Resort Arena,Phoenix Suns,Dallas Mavericks,PHX,103.0,109.8,106.9,+2.9," vs. WAS, vs. DAL",DAL,100.7,117.4,108.5,+8.9," vs. LAC, @ PHX, @ LAL",113 - 120
277,19-20,278,6,6,30/11/2019 00:00,Moda Center,Portland Trail Blazers,Chicago Bulls,POR,103.4,108.4,111.6,-3.2," @ CHI, vs. OKC, vs. CHI",CHI,103.5,104.1,106.8,-2.6," vs. POR, @ GSW, @ POR",107 - 103
278,19-20,279,6,6,30/11/2019 00:30,Staples Center,Los Angeles Lakers,Washington Wizards,LAL,100.3,110.5,102.5,+7.9," @ SAS, @ NOP, vs. WAS, vs. DAL",WAS,104.9,113.6,114.6,-1.0," @ DEN, @ PHX, @ LAL, @ LAC",125 - 103
279,19-20,280,6,6,30/11/2019 19:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,SAC,99.0,106.7,110.2,-3.6," @ BOS, @ PHI, vs. DEN",DEN,97.8,107.6,102.6,+5.0," vs. WAS, @ SAC",100 - 97
280,19-20,281,6,6,30/11/2019 21:00,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,PHI,101.2,108.2,103.1,+5.1," @ TOR, vs. SAC, @ NYK, vs. IND",IND,99.7,107.3,102.7,+4.6," vs. MEM, vs. UTA, vs. ATL, @ PHI",119 - 116
281,19-20,282,6,6,30/11/2019 22:00,Toyota Center,Houston Rockets,Atlanta Hawks,HOU,105.9,111.7,108.7,+3.1," vs. MIA, vs. ATL",ATL,102.6,104.4,113.9,-9.6," vs. MIN, @ MIL, @ IND, @ HOU",158 - 111
282,19-20,283,6,6,30/11/2019 22:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,MIL,107.2,111.0,102.1,+8.9," vs. UTA, vs. ATL, @ CLE vs. CHA",CHA,100.4,105.2,112.7,-7.5," @ MIA, vs. DET, @ DET, @ MIL",137 - 96
283,19-20,284,6,6,01/12/2019 17:00,Barclays Center,Brooklyn Nets,Miami Heat,BKN,104.1,107.2,108.4,-1.2," @ CLE, @ BOS, vs. BOS, vs. MIA",MIA,101.5,108.2,102.5,+5.7," vs. CHA, @ HOU, vs. GSW, @ BKN",106 - 109
284,19-20,285,6,6,01/12/2019 17:30,Madison Square Garden,New York Knicks,Boston Celtics,NYK,98.7,103.4,110.1,-6.7," @ TOR, vs. PHI, vs. BOS",BOS,101.0,108.9,102.1,+6.8," vs. SAC, vs. BKN, @ BKN, @ NYK",104 - 113
285,19-20,286,6,6,01/12/2019 17:30,Target Center,Minnesota Timberwolves,Memphis Grizzlies,MIN,105.6,105.5,107.1,-1.6," @ ATL, @ SAS, vs. MEM",MEM,104.4,103.8,111.8,-8.0," @ IND, vs. LAC, vs. UTA, @ MIN",107 - 115
286,19-20,287,6,6,01/12/2019 18:00,Staples Center,Los Angeles Lakers,Dallas Mavericks,LAL,100.3,110.5,102.5,+7.9," @ SAS, @ NOP, vs. WAS, vs. DAL",DAL,100.7,117.4,108.5,+8.9," vs. LAC, @ PHX, @ LAL",100 - 114
287,19-20,288,6,6,01/12/2019 19:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,DET,100.0,107.6,110.9,-3.4," vs. ORL, @ CHA, vs. CHA, vs. SAS",SAS,102.0,110.7,113.1,-2.4," vs. LAL, vs. MIN, vs. LAC, @ DET",132 - 98
288,19-20,289,6,6,01/12/2019 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,NOP,105.0,109.7,114.0,-4.2," vs. LAL, @ OKC, vs. OKC",OKC,100.9,105.6,106.0,-0.4," @ GSW, @ POR, vs. NOP, @ NOP",104 - 107
289,19-20,290,6,6,01/12/2019 20:00,Amway Center,Orlando Magic,Golden State Warriors,ORL,98.5,103.6,104.7,-1.1," @ DET, @ CLE, vs. TOR, vs. GSW",GSW,102.0,105.3,115.9,-10.6," vs. OKC, vs. CHI, @ MIA, @ ORL",100 - 96
290,19-20,291,6,6,01/12/2019 20:00,Scotiabank Arena,Toronto Raptors,Utah Jazz,TOR,102.2,110.5,103.2,+7.3," vs. PHI, vs. NYK, @ ORL, vs. UTA",UTA,100.8,105.6,101.4,+4.2," @ MIL, @ IND, @ MEM, @ TOR",130 - 110
291,19-20,292,6,6,02/12/2019 00:30,Staples Center,LA Clippers,Washington Wizards,LAC,102.7,110.7,103.8,+6.8," @ DAL, @ MEM, @ SAS, vs. WAS",WAS,104.9,113.6,114.6,-1.0," @ DEN, @ PHX, @ LAL, @ LAC",150 - 125
292,19-20,293,6,6,02/12/2019 21:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,CHA,100.4,105.2,112.7,-7.5," @ MIA, vs. DET, @ DET, @ MIL",PHX,103.0,109.8,106.9,+2.9," vs. WAS, vs. DAL",104 - 109
293,19-20,294,6,6,02/12/2019 21:00,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,PHI,101.2,108.2,103.1,+5.1," @ TOR, vs. SAC, @ NYK, vs. IND",UTA,100.8,105.6,101.4,+4.2," @ MIL, @ IND, @ MEM, @ TOR",103 - 94
294,19-20,295,6,6,02/12/2019 21:30,State Farm Arena,Atlanta Hawks,Golden State Warriors,ATL,102.6,104.4,113.9,-9.6," vs. MIN, @ MIL, @ IND, @ HOU",GSW,102.0,105.3,115.9,-10.6," vs. OKC, vs. CHI, @ MIA, @ ORL",104 - 79
295,19-20,296,6,6,02/12/2019 22:00,FedExForum,Memphis Grizzlies,Indiana Pacers,MEM,104.4,103.8,111.8,-8.0," @ IND, vs. LAC, vs. UTA, @ MIN",IND,99.7,107.3,102.7,+4.6," vs. MEM, vs. UTA, vs. ATL, @ PHI",104 - 117
296,19-20,297,6,6,02/12/2019 22:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,MIL,107.2,111.0,102.1,+8.9," vs. UTA, vs. ATL, @ CLE vs. CHA",NYK,98.7,103.4,110.1,-6.7," @ TOR, vs. PHI, vs. BOS",132 - 88
297,19-20,298,6,6,03/12/2019 00:00,Golden 1 Center,Sacramento Kings,Chicago Bulls,SAC,99.0,106.7,110.2,-3.6," @ BOS, @ PHI, vs. DEN",CHI,103.5,104.1,106.8,-2.6," vs. POR, @ GSW, @ POR",106 - 113
298,19-20,299,6,6,03/12/2019 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,CLE,99.8,104.4,112.0,-7.6," vs. BKN, vs. ORL, vs. MIL",DET,100.0,107.6,110.9,-3.4," vs. ORL, @ CHA, vs. CHA, vs. SAS",94 - 127
299,19-20,300,6,6,03/12/2019 21:00,Capital One Arena,Washington Wizards,Orlando Magic,WAS,104.9,113.6,114.6,-1.0," @ DEN, @ PHX, @ LAL, @ LAC",ORL,98.5,103.6,104.7,-1.1," @ DET, @ CLE, vs. TOR, vs. GSW",120 - 127
300,19-20,301,6,6,03/12/2019 21:30,Scotiabank Arena,Toronto Raptors,Miami Heat,TOR,102.2,110.5,103.2,+7.3," vs. PHI, vs. NYK, @ ORL, vs. UTA",MIA,101.5,108.2,102.5,+5.7," vs. CHA, @ HOU, vs. GSW, @ BKN",110 - 121
301,19-20,302,6,6,03/12/2019 21:30,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,NOP,105.0,109.7,114.0,-4.2," vs. LAL, @ OKC, vs. OKC",DAL,100.7,117.4,108.5,+8.9," vs. LAC, @ PHX, @ LAL",97 - 118
302,19-20,303,6,6,03/12/2019 22:30,AT&T Center,San Antonio Spurs,Houston Rockets,SAS,102.0,110.7,113.1,-2.4," vs. LAL, vs. MIN, vs. LAC, @ DET",HOU,105.9,111.7,108.7,+3.1," vs. MIA, vs. ATL",135 - 133
303,19-20,304,6,6,03/12/2019 23:00,Pepsi Center,Denver Nuggets,Los Angeles Lakers,DEN,97.8,107.6,102.6,+5.0," vs. WAS, @ SAC",LAL,100.3,110.5,102.5,+7.9," @ SAS, @ NOP, vs. WAS, vs. DAL",96 - 105
304,19-20,305,6,6,04/12/2019 00:00,Staples Center,LA Clippers,Portland Trail Blazers,LAC,102.7,110.7,103.8,+6.8," @ DAL, @ MEM, @ SAS, vs. WAS",POR,103.4,108.4,111.6,-3.2," @ CHI, vs. OKC, vs. CHI",117 - 97
305,19-20,306,6,6,04/12/2019 21:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,CHA,100.4,105.2,112.7,-7.5," @ MIA, vs. DET, @ DET, @ MIL",GSW,102.0,105.3,115.9,-10.6," vs. OKC, vs. CHI, @ MIA, @ ORL",106 - 91
306,19-20,307,6,6,04/12/2019 21:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,DET,100.0,107.6,110.9,-3.4," vs. ORL, @ CHA, vs. CHA, vs. SAS",MIL,107.2,111.0,102.1,+8.9," vs. UTA, vs. ATL, @ CLE vs. CHA",103 - 127
307,19-20,308,6,6,04/12/2019 21:00,Amway Center,Orlando Magic,Phoenix Suns,ORL,98.5,103.6,104.7,-1.1," @ DET, @ CLE, vs. TOR, vs. GSW",PHX,103.0,109.8,106.9,+2.9," vs. WAS, vs. DAL",128 - 114
308,19-20,309,6,6,04/12/2019 21:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,ATL,102.6,104.4,113.9,-9.6," vs. MIN, @ MIL, @ IND, @ HOU",BKN,104.1,107.2,108.4,-1.2," @ CLE, @ BOS, vs. BOS, vs. MIA",118 - 130
309,19-20,310,6,6,04/12/2019 21:30,TD Garden,Boston Celtics,Miami Heat,BOS,101.0,108.9,102.1,+6.8," vs. SAC, vs. BKN, @ BKN, @ NYK",MIA,101.5,108.2,102.5,+5.7," vs. CHA, @ HOU, vs. GSW, @ BKN",112 - 93
310,19-20,311,6,6,04/12/2019 22:00,United Center,Chicago Bulls,Memphis Grizzlies,CHI,103.5,104.1,106.8,-2.6," vs. POR, @ GSW, @ POR",MEM,104.4,103.8,111.8,-8.0," @ IND, vs. LAC, vs. UTA, @ MIN",106 - 99
311,19-20,312,6,6,04/12/2019 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Indiana Pacers,OKC,100.9,105.6,106.0,-0.4," @ GSW, @ POR, vs. NOP, @ NOP",IND,99.7,107.3,102.7,+4.6," vs. MEM, vs. UTA, vs. ATL, @ PHI",100 - 107
312,19-20,313,6,6,04/12/2019 22:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,DAL,100.7,117.4,108.5,+8.9," vs. LAC, @ PHX, @ LAL",MIN,105.6,105.5,107.1,-1.6," @ ATL, @ SAS, vs. MEM",121 - 114
313,19-20,314,6,6,04/12/2019 23:00,Vivint Smart Home Arena,Utah Jazz,Los Angeles Lakers,UTA,100.8,105.6,101.4,+4.2," @ MIL, @ IND, @ MEM, @ TOR",LAL,100.3,110.5,102.5,+7.9," @ SAS, @ NOP, vs. WAS, vs. DAL",96 - 121
314,19-20,315,6,6,05/12/2019 00:00,Moda Center,Portland Trail Blazers,Sacramento Kings,POR,103.4,108.4,111.6,-3.2," @ CHI, vs. OKC, vs. CHI",SAC,99.0,106.7,110.2,-3.6," @ BOS, @ PHI, vs. DEN",127 - 116
315,19-20,316,7,7,05/12/2019 21:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,WAS,106.0,112.1,115.7,-3.6," vs. ORL, vs. PHI, @ MIA, vs. LAC",PHI,100.5,107.8,103.2,+4.6," vs. UTA, @ WAS, vs. CLE, vs. TOR",119 - 113
316,19-20,317,7,7,05/12/2019 21:30,Madison Square Garden,New York Knicks,Denver Nuggets,NYK,98.4,103.3,111.1,-7.8," @ MIL, vs. DEN, vs. IND",DEN,98.1,106.8,101.9,+4.9," vs. LAL, @ NYK, @ BOS, @ BKN",92 - 129
317,19-20,318,7,7,05/12/2019 21:30,Scotiabank Arena,Toronto Raptors,Houston Rockets,TOR,101.3,111.2,102.3,+8.8," vs. MIA, vs. HOU, @ PHI",HOU,105.7,113.7,108.4,+5.3," @ SAS, @ TOR, vs. PHX",109 - 119
318,19-20,319,7,7,05/12/2019 22:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,NOP,104.4,109.0,113.4,-4.3," vs. DAL, vs. PHX, @ DAL",PHX,103.1,110.7,108.9,+1.8," @ CHA, @ ORL, @ NOP, @ HOU",132 - 139
319,19-20,320,7,7,06/12/2019 21:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,CHA,99.2,105.8,114.4,-8.6," vs. PHX, vs. GSW, vs. BKN, vs. ATL",BKN,103.3,107.6,108.9,-1.3," @ ATL, @ CHA, vs. DEN",104 - 111
320,19-20,321,7,7,06/12/2019 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,CLE,99.8,104.8,112.4,-7.6," vs. DET, vs. ORL, @ PHI",ORL,98.4,102.5,103.7,-1.2," @ WAS, vs. PHX, @ CLE",87 - 93
321,19-20,322,7,7,06/12/2019 21:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,DET,98.7,109.7,110.0,-0.3," @ CLE, vs. MIL, vs. IND",IND,100.0,108.5,103.5,+5.0," @ MEM, @ OKC, @ DET, @ NYK",108 - 101
322,19-20,323,7,7,06/12/2019 22:00,TD Garden,Boston Celtics,Denver Nuggets,BOS,100.5,109.6,103.4,+6.2," vs. MIA, vs. DEN",DEN,98.1,106.8,101.9,+4.9," vs. LAL, @ NYK, @ BOS, @ BKN",108 - 95
323,19-20,324,7,7,06/12/2019 22:00,American Airlines Arena,Miami Heat,Washington Wizards,MIA,101.1,109.5,103.5,+6.0," @ TOR, @ BOS, vs. WAS, vs. CHI",WAS,106.0,112.1,115.7,-3.6," vs. ORL, vs. PHI, @ MIA, vs. LAC",112 - 103
324,19-20,325,7,7,06/12/2019 22:00,United Center,Chicago Bulls,Golden State Warriors,CHI,103.0,102.9,107.1,-4.2," @ SAC, vs. MEM, vs. GSW, @ MIA",GSW,101.2,104.7,113.9,-9.2," @ ATL, @ CHA, @ CHI",98 - 100
325,19-20,326,7,7,06/12/2019 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,OKC,100.7,106.2,106.9,-0.7," vs. IND, vs. MIN, @ POR",MIN,105.3,106.2,106.9,-0.7," @ DAL, @ OKC, @ LAL",139 - 127
326,19-20,327,7,7,06/12/2019 22:30,Fiserv Forum,Milwaukee Bucks,LA Clippers,MIL,106.0,113.0,102.7,+10.3," vs. NYK, @ DET, vs. LAC",LAC,103.6,110.8,104.0,+6.9," vs. POR, @ MIL, @ WAS",119 - 91
327,19-20,328,7,7,06/12/2019 22:30,AT&T Center,San Antonio Spurs,Sacramento Kings,SAS,101.5,109.3,113.4,-4.0," vs. HOU, vs. SAC",SAC,98.2,105.7,108.8,-3.1," vs. CHI, @ POR, @ SAS, @ DAL",105 - 104
328,19-20,329,7,7,07/12/2019 00:30,Moda Center,Portland Trail Blazers,Los Angeles Lakers,POR,103.1,109.9,110.4,-0.5," @ LAC, vs. SAC, vs. LAL, vs. OKC",LAL,100.4,110.9,103.3,+7.6," @ DEN, @ UTA, @ POR, vs. MIN",113 - 136
329,19-20,330,7,7,07/12/2019 16:00,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,DAL,100.9,116.0,108.3,+7.7," @ NOP, vs. MIN, vs. NOP, vs. SAC",NOP,104.4,109.0,113.4,-4.3," vs. DAL, vs. PHX, @ DAL",130 - 84
330,19-20,331,7,7,07/12/2019 21:30,Madison Square Garden,New York Knicks,Indiana Pacers,NYK,98.4,103.3,111.1,-7.8," @ MIL, vs. DEN, vs. IND",IND,100.0,108.5,103.5,+5.0," @ MEM, @ OKC, @ DET, @ NYK",103 - 104
331,19-20,332,7,7,07/12/2019 21:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,PHI,100.5,107.8,103.2,+4.6," vs. UTA, @ WAS, vs. CLE, vs. TOR",CLE,99.8,104.8,112.4,-7.6," vs. DET, vs. ORL, @ PHI",141 - 94
332,19-20,333,7,7,07/12/2019 22:00,Toyota Center,Houston Rockets,Phoenix Suns,HOU,105.7,113.7,108.4,+5.3," @ SAS, @ TOR, vs. PHX",PHX,103.1,110.7,108.9,+1.8," @ CHA, @ ORL, @ NOP, @ HOU",115 - 109
333,19-20,334,7,7,08/12/2019 00:00,Vivint Smart Home Arena,Utah Jazz,Memphis Grizzlies,UTA,100.8,106.0,104.3,+1.7," @ PHI, vs. LAL, vs. MEM",MEM,104.1,104.6,111.6,-7.0," vs. IND, @ CHI, @ UTA",126 - 112
334,19-20,335,7,7,08/12/2019 17:00,Barclays Center,Brooklyn Nets,Denver Nuggets,BKN,103.3,107.6,108.9,-1.3," @ ATL, @ CHA, vs. DEN",DEN,98.1,106.8,101.9,+4.9," vs. LAL, @ NYK, @ BOS, @ BKN",105 - 102
335,19-20,336,7,7,08/12/2019 19:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,CHA,99.2,105.8,114.4,-8.6," vs. PHX, vs. GSW, vs. BKN, vs. ATL",ATL,102.7,103.9,114.7,-10.9," vs. GSW, vs. BKN, @ CHA",107 - 122
336,19-20,337,7,7,08/12/2019 20:00,American Airlines Arena,Miami Heat,Chicago Bulls,MIA,101.1,109.5,103.5,+6.0," @ TOR, @ BOS, vs. WAS, vs. CHI",CHI,103.0,102.9,107.1,-4.2," @ SAC, vs. MEM, vs. GSW, @ MIA",110 - 105
337,19-20,338,7,7,08/12/2019 20:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,PHI,100.5,107.8,103.2,+4.6," vs. UTA, @ WAS, vs. CLE, vs. TOR",TOR,101.3,111.2,102.3,+8.8," vs. MIA, vs. HOU, @ PHI",110 - 104
338,19-20,339,7,7,08/12/2019 20:00,Capital One Arena,Washington Wizards,LA Clippers,WAS,106.0,112.1,115.7,-3.6," vs. ORL, vs. PHI, @ MIA, vs. LAC",LAC,103.6,110.8,104.0,+6.9," vs. POR, @ MIL, @ WAS",119 - 135
339,19-20,340,7,7,08/12/2019 21:00,American Airlines Center,Dallas Mavericks,Sacramento Kings,DAL,100.9,116.0,108.3,+7.7," @ NOP, vs. MIN, vs. NOP, vs. SAC",SAC,98.2,105.7,108.8,-3.1," vs. CHI, @ POR, @ SAS, @ DAL",106 - 110
340,19-20,341,7,7,08/12/2019 23:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,POR,103.1,109.9,110.4,-0.5," @ LAC, vs. SAC, vs. LAL, vs. OKC",OKC,100.7,106.2,106.9,-0.7," vs. IND, vs. MIN, @ POR",96 - 108
341,19-20,342,7,7,08/12/2019 23:30,Staples Center,Los Angeles Lakers,Minnesota Timberwolves,LAL,100.4,110.9,103.3,+7.6," @ DEN, @ UTA, @ POR, vs. MIN",MIN,105.3,106.2,106.9,-0.7," @ DAL, @ OKC, @ LAL",142 - 125
342,19-20,343,7,7,09/12/2019 21:00,Bankers Life Fieldhouse,Indiana Pacers,LA Clippers,IND,100.0,108.5,103.5,+5.0," @ MEM, @ OKC, @ DET, @ NYK",LAC,103.6,110.8,104.0,+6.9," vs. POR, @ MIL, @ WAS",99 - 110
343,19-20,344,7,7,09/12/2019 21:30,TD Garden,Boston Celtics,Cleveland Cavaliers,BOS,100.5,109.6,103.4,+6.2," vs. MIA, vs. DEN",CLE,99.8,104.8,112.4,-7.6," vs. DET, vs. ORL, @ PHI",110 - 88
344,19-20,345,7,7,09/12/2019 22:00,United Center,Chicago Bulls,Toronto Raptors,CHI,103.0,102.9,107.1,-4.2," @ SAC, vs. MEM, vs. GSW, @ MIA",TOR,101.3,111.2,102.3,+8.8," vs. MIA, vs. HOU, @ PHI",92 - 93
345,19-20,346,7,7,09/12/2019 22:00,Toyota Center,Houston Rockets,Sacramento Kings,HOU,105.7,113.7,108.4,+5.3," @ SAS, @ TOR, vs. PHX",SAC,98.2,105.7,108.8,-3.1," vs. CHI, @ POR, @ SAS, @ DAL",118 - 119
346,19-20,347,7,7,09/12/2019 22:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,MIL,106.0,113.0,102.7,+10.3," vs. NYK, @ DET, vs. LAC",ORL,98.4,102.5,103.7,-1.2," @ WAS, vs. PHX, @ CLE",110 - 101
347,19-20,348,7,7,09/12/2019 22:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,NOP,104.4,109.0,113.4,-4.3," vs. DAL, vs. PHX, @ DAL",DET,98.7,109.7,110.0,-0.3," @ CLE, vs. MIL, vs. IND",103 - 105
348,19-20,349,7,7,09/12/2019 23:00,Talking Stick Resort Arena,Phoenix Suns,Minnesota Timberwolves,PHX,103.1,110.7,108.9,+1.8," @ CHA, @ ORL, @ NOP, @ HOU",MIN,105.3,106.2,106.9,-0.7," @ DAL, @ OKC, @ LAL",125 - 109
349,19-20,350,7,7,09/12/2019 23:00,Vivint Smart Home Arena,Utah Jazz,Oklahoma City Thunder,UTA,100.8,106.0,104.3,+1.7," @ PHI, vs. LAL, vs. MEM",OKC,100.7,106.2,106.9,-0.7," vs. IND, vs. MIN, @ POR",90 - 104
350,19-20,351,7,7,10/12/2019 00:30,Chase Center,Golden State Warriors,Memphis Grizzlies,GSW,101.2,104.7,113.9,-9.2," @ ATL, @ CHA, @ CHI",MEM,104.1,104.6,111.6,-7.0," vs. IND, @ CHI, @ UTA",102 - 110
351,19-20,352,7,7,10/12/2019 21:00,Spectrum Center,Charlotte Hornets,Washington Wizards,CHA,99.2,105.8,114.4,-8.6," vs. PHX, vs. GSW, vs. BKN, vs. ATL",WAS,106.0,112.1,115.7,-3.6," vs. ORL, vs. PHI, @ MIA, vs. LAC",114 - 107
352,19-20,353,7,7,10/12/2019 22:00,Wells Fargo Center,Philadelphia 76ers,Denver Nuggets,PHI,100.5,107.8,103.2,+4.6," vs. UTA, @ WAS, vs. CLE, vs. TOR",DEN,98.1,106.8,101.9,+4.9," vs. LAL, @ NYK, @ BOS, @ BKN",97 - 92
353,19-20,354,7,7,10/12/2019 22:00,American Airlines Arena,Miami Heat,Atlanta Hawks,MIA,101.1,109.5,103.5,+6.0," @ TOR, @ BOS, vs. WAS, vs. CHI",ATL,102.7,103.9,114.7,-10.9," vs. GSW, vs. BKN, @ CHA",135 - 121
354,19-20,355,7,7,11/12/2019 00:00,Moda Center,Portland Trail Blazers,New York Knicks,POR,103.1,109.9,110.4,-0.5," @ LAC, vs. SAC, vs. LAL, vs. OKC",NYK,98.4,103.3,111.1,-7.8," @ MIL, vs. DEN, vs. IND",115 - 87
355,19-20,356,7,7,11/12/2019 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,CLE,99.8,104.8,112.4,-7.6," vs. DET, vs. ORL, @ PHI",HOU,105.7,113.7,108.4,+5.3," @ SAS, @ TOR, vs. PHX",110 - 116
356,19-20,357,7,7,11/12/2019 21:00,Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,IND,100.0,108.5,103.5,+5.0," @ MEM, @ OKC, @ DET, @ NYK",BOS,100.5,109.6,103.4,+6.2," vs. MIA, vs. DEN",122 - 117
357,19-20,358,7,7,11/12/2019 21:00,Amway Center,Orlando Magic,Los Angeles Lakers,ORL,98.4,102.5,103.7,-1.2," @ WAS, vs. PHX, @ CLE",LAL,100.4,110.9,103.3,+7.6," @ DEN, @ UTA, @ POR, vs. MIN",87 - 96
358,19-20,359,7,7,11/12/2019 21:00,Scotiabank Arena,Toronto Raptors,LA Clippers,TOR,101.3,111.2,102.3,+8.8," vs. MIA, vs. HOU, @ PHI",LAC,103.6,110.8,104.0,+6.9," vs. POR, @ MIL, @ WAS",92 - 112
359,19-20,360,7,7,11/12/2019 21:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,BKN,103.3,107.6,108.9,-1.3," @ ATL, @ CHA, vs. DEN",CHA,99.2,105.8,114.4,-8.6," vs. PHX, vs. GSW, vs. BKN, vs. ATL",108 - 113
360,19-20,361,7,7,11/12/2019 22:00,United Center,Chicago Bulls,Atlanta Hawks,CHI,103.0,102.9,107.1,-4.2," @ SAC, vs. MEM, vs. GSW, @ MIA",ATL,102.7,103.9,114.7,-10.9," vs. GSW, vs. BKN, @ CHA",136 - 102
361,19-20,362,7,7,11/12/2019 22:00,Target Center,Minnesota Timberwolves,Utah Jazz,MIN,105.3,106.2,106.9,-0.7," @ DAL, @ OKC, @ LAL",UTA,100.8,106.0,104.3,+1.7," @ PHI, vs. LAL, vs. MEM",116 - 127
362,19-20,363,7,7,11/12/2019 23:00,Talking Stick Resort Arena,Phoenix Suns,Memphis Grizzlies,PHX,103.1,110.7,108.9,+1.8," @ CHA, @ ORL, @ NOP, @ HOU",MEM,104.1,104.6,111.6,-7.0," vs. IND, @ CHI, @ UTA",108 - 115
