,Season,Match Number,Round Number,Week,Date,Location,Home Team,Away Team,AB_HOME,Pace_HOME,OffRtg_HOME,DefRtg_HOME,NetRtg_HOME,GOW_HOME,AB_AWAY,Pace_AWAY,OffRtg_AWAY,DefRtg_AWAY,NetRtg_AWAY,GOW_AWAY,Result
816,18-19,461,17,17,14/04/2021 22:00,Toyota Center,Houston Rockets,Indiana Pacers,HOU,101.1,106.6,112.6,-6.0," @ PHX, vs. IND, vs. DEN, @ ORL",IND,100.9,111.2,111.4,-0.1," vs. LAC, @ HOU, @ UTA, @ ATL",124 - 132
817,18-19,849,17,17,14/04/2021 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Golden State Warriors,OKC,100.8,103.8,112.4,-8.6," @ UTA, vs. GSW, @ DET, @ TOR",GSW,103.0,108.7,110.4,-1.6," vs. DEN, @ OKC, @ CLE, @ BOS",109 - 147
818,18-19,850,17,17,14/04/2021 22:30,FedExForum,Memphis Grizzlies,Dallas Mavericks,MEM,101.6,111.3,110.0,+1.3," vs. CHI, vs. DAL, @ CHI, @ MIL",DAL,98.0,113.8,111.6,+2.2," vs. PHI, @ MEM, vs. NYK, vs. SAC",113 - 114
819,18-19,851,17,17,14/04/2021 23:00,Ball Arena,Denver Nuggets,Miami Heat,DEN,97.4,116.7,111.7,+5.0," @ GSW, vs. MIA, @ HOU",MIA,97.4,108.5,109.3,-0.8," @ PHX, @ DEN, @ MIN, vs. BKN",123 - 106
820,18-19,852,17,17,14/04/2021 23:00,Golden 1 Center,Sacramento Kings,Washington Wizards,SAC,100.7,113.3,117.8,-4.5," @ NOP, vs. WAS, @ PHX, @ DAL",WAS,104.5,108.4,113.3,-4.9," @ UTA, @ SAC, vs. NOP, vs. DET",111 - 123
821,18-19,853,17,17,15/04/2021 20:30,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,ATL,98.5,114.1,112.3,+1.9," @ TOR, vs. MIL, vs. IND",MIL,102.4,116.2,109.9,+6.2," @ MIN, @ ATL, vs. MEM",109 - 120
822,18-19,854,17,17,15/04/2021 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Golden State Warriors,CLE,98.3,104.8,112.1,-7.4," @ CHA, vs. GSW, @ CHI",GSW,103.0,108.7,110.4,-1.6," vs. DEN, @ OKC, @ CLE, @ BOS",101 - 119
823,18-19,855,17,17,15/04/2021 23:00,STAPLES Center,Los Angeles Lakers,Boston Celtics,LAL,99.3,110.0,105.5,+4.5," @ NYK, @ CHA, vs. BOS, vs. UTA",BOS,98.5,113.3,111.4,+1.9," @ POR, @ LAL vs. GSW",113 - 121
824,18-19,856,17,17,15/04/2021 23:00,Phoenix Suns Arena,Phoenix Suns,Sacramento Kings,PHX,98.2,115.5,108.6,+7.0," vs. HOU, vs. MIA, vs. SAC, vs. SAS",SAC,100.7,113.3,117.8,-4.5," @ NOP, vs. WAS, @ PHX, @ DAL",122 - 114
825,18-19,857,17,17,16/04/2021 16:00,Vivint Arena,Utah Jazz,Indiana Pacers,UTA,99.5,117.1,107.6,+9.5," vs. WAS, vs. OKC, vs. IND, @ LAL",IND,100.9,111.2,111.4,-0.1," vs. LAC, @ HOU, @ UTA, @ ATL",119 - 111
826,18-19,858,17,17,16/04/2021 20:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,DET,98.1,108.8,112.4,-3.6," vs. LAC, vs. OKC, @ WAS",OKC,100.8,103.8,112.4,-8.6," @ UTA, vs. GSW, @ DET, @ TOR",110 - 104
827,18-19,859,17,17,16/04/2021 20:00,Wells Fargo Center,Philadelphia 76ers,LA Clippers,PHI,100.9,111.5,106.6,+5.0," @ DAL, vs. BKN, vs. LAC",LAC,97.7,117.7,110.9,+6.8," @ IND, @ DET, @ PHI, vs. MIN",106 - 103
828,18-19,860,17,17,16/04/2021 20:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,WAS,104.5,108.4,113.3,-4.9," @ UTA, @ SAC, vs. NOP, vs. DET",NOP,99.5,114.4,115.0,-0.6," vs. SAC, vs. NYK, @ WAS, @ NYK",117 - 115
829,18-19,861,17,17,16/04/2021 20:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,BKN,100.2,117.1,113.3,+3.9," @ MIN, @ PHI, vs. CHA, @ MIA",CHA,99.9,110.5,111.3,-0.8," vs. LAL, vs. CLE, @ BKN, vs. POR",130 - 115
830,18-19,862,17,17,16/04/2021 20:30,Amalie Arena,Toronto Raptors,Orlando Magic,TOR,99.9,112.2,111.8,+0.4," vs. ATL, vs. SAS, vs. ORL, vs. OKC",ORL,99.0,104.9,112.5,-7.6," vs. SAS, @ CHI, @ TOR, vs. HOU",113 - 102
831,18-19,863,17,17,16/04/2021 21:00,United Center,Chicago Bulls,Memphis Grizzlies,CHI,100.6,111.0,112.3,-1.3," @ MEM. vs. ORL, vs. MEM, vs. CLE",MEM,101.6,111.3,110.0,+1.3," vs. CHI, vs. DAL, @ CHI, @ MIL",115 - 126
832,18-19,864,17,17,16/04/2021 21:00,Toyota Center,Houston Rockets,Denver Nuggets,HOU,101.1,106.6,112.6,-6.0," @ PHX, vs. IND, vs. DEN, @ ORL",DEN,97.4,116.7,111.7,+5.0," @ GSW, vs. MIA, @ HOU",99 - 128
833,18-19,865,17,17,16/04/2021 21:00,Target Center,Minnesota Timberwolves,Miami Heat,MIN,101.7,107.9,114.7,-6.8," vs. BKN, vs. MIL, vs. MIA, @ LAC",MIA,97.4,108.5,109.3,-0.8," @ PHX, @ DEN, @ MIN, vs. BKN",119 - 111
834,18-19,866,17,17,16/04/2021 21:30,AT&T Center,San Antonio Spurs,Portland Trail Blazers,SAS,99.7,109.9,111.2,-1.3," @ ORL, @ TOR, vs. POR, @ PHX",POR,98.8,115.9,116.0,-0.1," vs. BOS, @ SAS, @ CHA",106 - 107
835,18-19,867,17,17,16/04/2021 22:30,American Airlines Center,Dallas Mavericks,New York Knicks,DAL,98.0,113.8,111.6,+2.2," vs. PHI, @ MEM, vs. NYK, vs. SAC",NYK,96.5,108.8,107.7,+1.1," vs. LAL, @ NOP, @ DAL, vs. NOP",109 - 117
836,18-19,868,17,17,17/04/2021 17:30,STAPLES Center,Los Angeles Lakers,Utah Jazz,LAL,99.3,110.0,105.5,+4.5," @ NYK, @ CHA, vs. BOS, vs. UTA",UTA,99.5,117.1,107.6,+9.5," vs. WAS, vs. OKC, vs. IND, @ LAL",127 - 115
837,18-19,869,17,17,17/04/2021 21:00,Capital One Arena,Washington Wizards,Detroit Pistons,WAS,104.5,108.4,113.3,-4.9," @ UTA, @ SAC, vs. NOP, vs. DET",DET,98.1,108.8,112.4,-3.6," vs. LAC, vs. OKC, @ WAS",121 - 100
838,18-19,870,17,17,17/04/2021 21:00,United Center,Chicago Bulls,Cleveland Cavaliers,CHI,100.6,111.0,112.3,-1.3," @ MEM. vs. ORL, vs. MEM, vs. CLE",CLE,98.3,104.8,112.1,-7.4," @ CHA, vs. GSW, @ CHI",106 - 96
839,18-19,871,17,17,17/04/2021 21:30,TD Garden,Boston Celtics,Golden State Warriors,BOS,98.5,113.3,111.4,+1.9," @ POR, @ LAL vs. GSW",GSW,103.0,108.7,110.4,-1.6," vs. DEN, @ OKC, @ CLE, @ BOS",119 - 114
840,18-19,872,17,17,17/04/2021 22:00,Fiserv Forum,Milwaukee Bucks,Memphis Grizzlies,MIL,102.4,116.2,109.9,+6.2," @ MIN, @ ATL, vs. MEM",MEM,101.6,111.3,110.0,+1.3," vs. CHI, vs. DAL, @ CHI, @ MIL",115 - 128
841,18-19,873,17,17,17/04/2021 23:00,Phoenix Suns Arena,Phoenix Suns,San Antonio Spurs,PHX,98.2,115.5,108.6,+7.0," vs. HOU, vs. MIA, vs. SAC, vs. SAS",SAS,99.7,109.9,111.2,-1.3," @ ORL, @ TOR, vs. POR, @ PHX",85 - 111
842,18-19,874,17,17,18/04/2021 14:00,State Farm Arena,Atlanta Hawks,Indiana Pacers,ATL,98.5,114.1,112.3,+1.9," @ TOR, vs. MIL, vs. IND",IND,100.9,111.2,111.4,-0.1," vs. LAC, @ HOU, @ UTA, @ ATL",129 - 117
843,18-19,875,17,17,18/04/2021 14:00,Madison Square Garden,New York Knicks,New Orleans Pelicans,NYK,96.5,108.8,107.7,+1.1," vs. LAL, @ NOP, @ DAL, vs. NOP",NOP,99.5,114.4,115.0,-0.6," vs. SAC, vs. NYK, @ WAS, @ NYK",122 - 112
844,18-19,876,17,17,18/04/2021 16:30,AmericanAirlines Arena,Miami Heat,Brooklyn Nets,MIA,97.4,108.5,109.3,-0.8," @ PHX, @ DEN, @ MIN, vs. BKN",BKN,100.2,117.1,113.3,+3.9," @ MIN, @ PHI, vs. CHA, @ MIA",109 - 107
845,18-19,362,17,17,18/04/2021 20:00,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,CHA,99.9,110.5,111.3,-0.8," vs. LAL, vs. CLE, @ BKN, vs. POR",POR,98.8,115.9,116.0,-0.1," vs. BOS, @ SAS, @ CHA",109 - 101
846,18-19,878,17,17,18/04/2021 20:00,Amway Center,Orlando Magic,Houston Rockets,ORL,99.0,104.9,112.5,-7.6," vs. SAS, @ CHI, @ TOR, vs. HOU",HOU,101.1,106.6,112.6,-6.0," @ PHX, vs. IND, vs. DEN, @ ORL",110 - 114
847,18-19,879,17,17,18/04/2021 20:00,Amalie Arena,Toronto Raptors,Oklahoma City Thunder,TOR,99.9,112.2,111.8,+0.4," vs. ATL, vs. SAS, vs. ORL, vs. OKC",OKC,100.8,103.8,112.4,-8.6," @ UTA, vs. GSW, @ DET, @ TOR",112 - 106
848,18-19,880,17,17,18/04/2021 20:30,American Airlines Center,Dallas Mavericks,Sacramento Kings,DAL,98.0,113.8,111.6,+2.2," vs. PHI, @ MEM, vs. NYK, vs. SAC",SAC,100.7,113.3,117.8,-4.5," @ NOP, vs. WAS, @ PHX, @ DAL",107 - 121
849,18-19,881,17,17,18/04/2021 23:00,STAPLES Center,LA Clippers,Minnesota Timberwolves,LAC,97.7,117.7,110.9,+6.8," @ IND, @ DET, @ PHI, vs. MIN",MIN,101.7,107.9,114.7,-6.8," vs. BKN, vs. MIL, vs. MIA, @ LAC",124 - 105
850,18-19,882,17,17,19/04/2021 20:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,DET,98.1,108.8,112.4,-3.6," vs. LAC, vs. OKC, @ WAS",CLE,98.3,104.8,112.1,-7.4," @ CHA, vs. GSW, @ CHI",109 - 105
851,18-19,883,17,17,19/04/2021 20:30,TD Garden,Boston Celtics,Chicago Bulls,BOS,98.5,113.3,111.4,+1.9," @ POR, @ LAL vs. GSW",CHI,100.6,111.0,112.3,-1.3," @ MEM. vs. ORL, vs. MEM, vs. CLE",96 - 102
852,18-19,884,17,17,19/04/2021 20:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,PHI,100.9,111.5,106.6,+5.0," @ DAL, vs. BKN, vs. LAC",GSW,103.0,108.7,110.4,-1.6," vs. DEN, @ OKC, @ CLE, @ BOS",96 - 107
853,18-19,473,17,17,19/04/2021 21:00,Bankers Life Fieldhouse,Indiana Pacers,San Antonio Spurs,IND,100.9,111.2,111.4,-0.1," vs. LAC, @ HOU, @ UTA, @ ATL",SAS,99.7,109.9,111.2,-1.3," @ ORL, @ TOR, vs. POR, @ PHX",94 - 109
854,18-19,886,17,17,19/04/2021 21:00,AmericanAirlines Arena,Miami Heat,Houston Rockets,MIA,97.4,108.5,109.3,-0.8," @ PHX, @ DEN, @ MIN, vs. BKN",HOU,101.1,106.6,112.6,-6.0," @ PHX, vs. IND, vs. DEN, @ ORL",113 - 91
855,18-19,887,17,17,19/04/2021 21:00,Capital One Arena,Washington Wizards,Oklahoma City Thunder,WAS,104.5,108.4,113.3,-4.9," @ UTA, @ SAC, vs. NOP, vs. DET",OKC,100.8,103.8,112.4,-8.6," @ UTA, vs. GSW, @ DET, @ TOR",119 - 107
856,18-19,888,17,17,19/04/2021 21:00,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,MIL,102.4,116.2,109.9,+6.2," @ MIN, @ ATL, vs. MEM",PHX,98.2,115.5,108.6,+7.0," vs. HOU, vs. MIA, vs. SAC, vs. SAS",127 - 128
857,18-19,889,17,17,19/04/2021 22:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,DEN,97.4,116.7,111.7,+5.0," @ GSW, vs. MIA, @ HOU",MEM,101.6,111.3,110.0,+1.3," vs. CHI, vs. DAL, @ CHI, @ MIL",139 - 137
858,18-19,890,17,17,19/04/2021 23:00,STAPLES Center,Los Angeles Lakers,Utah Jazz,LAL,99.3,110.0,105.5,+4.5," @ NYK, @ CHA, vs. BOS, vs. UTA",UTA,99.5,117.1,107.6,+9.5," vs. WAS, vs. OKC, vs. IND, @ LAL",97 - 111
859,18-19,891,17,17,20/04/2021 20:30,State Farm Arena,Atlanta Hawks,Orlando Magic,ATL,98.5,114.1,112.3,+1.9," @ TOR, vs. MIL, vs. IND",ORL,99.0,104.9,112.5,-7.6," vs. SAS, @ CHI, @ TOR, vs. HOU",112 - 96
860,18-19,892,17,17,20/04/2021 20:30,Madison Square Garden,New York Knicks,Charlotte Hornets,NYK,96.5,108.8,107.7,+1.1," vs. LAL, @ NOP, @ DAL, vs. NOP",CHA,99.9,110.5,111.3,-0.8," vs. LAL, vs. CLE, @ BKN, vs. POR",109 - 97
861,18-19,893,17,17,20/04/2021 20:30,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,NOP,99.5,114.4,115.0,-0.6," vs. SAC, vs. NYK, @ WAS, @ NYK",BKN,100.2,117.1,113.3,+3.9," @ MIN, @ PHI, vs. CHA, @ MIA",129 - 134
862,18-19,894,17,17,20/04/2021 23:00,Moda Center,Portland Trail Blazers,LA Clippers,POR,98.8,115.9,116.0,-0.1," vs. BOS, @ SAS, @ CHA",LAC,97.7,117.7,110.9,+6.8," @ IND, @ DET, @ PHI, vs. MIN",112 - 113
863,18-19,895,17,17,20/04/2021 23:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,SAC,100.7,113.3,117.8,-4.5," @ NOP, vs. WAS, @ PHX, @ DAL",MIN,101.7,107.9,114.7,-6.8," vs. BKN, vs. MIL, vs. MIA, @ LAC",120 - 134
864,18-19,896,18,18,21/04/2021 20:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,CLE,98.1,104.9,112.1,-7.2," @ DET, vs. CHI, @ CHA, @ WAS",CHI,100.3,110.9,112.5,-1.6," @ BOS, @ CLE, vs. CHA, @ MIA",121 - 105
865,18-19,897,18,18,21/04/2021 20:00,Bankers Life Fieldhouse,Indiana Pacers,Oklahoma City Thunder,IND,101.3,111.3,111.7,-0.5," vs. SAS, vs. OKC, vs. DET, @ ORL",OKC,101.0,103.6,112.6,-9.0," @ WAS, @ IND, vs. WAS",122 - 116
866,18-19,898,18,18,21/04/2021 20:00,Wells Fargo Center,Philadelphia 76ers,Phoenix Suns,PHI,100.8,111.8,106.6,+5.2," vs. GSW, vs. PHX, @ MIL, @ MIL",PHX,98.2,115.3,108.6,+6.7," @ MIL, @ PHI, @ BOS, @ BKN",113 - 116
867,18-19,899,18,18,21/04/2021 20:00,Amalie Arena,Toronto Raptors,Brooklyn Nets,TOR,99.8,112.2,111.5,+0.7," vs. BKN, @ NYK",BKN,100.3,117.2,113.0,+4.3," @ NOP, @ TOR, vs. BOS, vs. PHX",114 - 103
868,18-19,900,18,18,21/04/2021 20:00,Capital One Arena,Washington Wizards,Golden State Warriors,WAS,104.6,108.6,112.6,-3.9," vs. OKC, vs. GSW, @ OKC, vs. CLE",GSW,102.9,109.6,110.2,-0.5," @ PHI, @ WAS, vs. DEN, vs. SAC",118 - 114
869,18-19,901,18,18,21/04/2021 21:00,Madison Square Garden,New York Knicks,Atlanta Hawks,NYK,96.6,109.4,107.5,+1.8," vs. CHA, vs. ATL, vs. TOR",ATL,98.6,114.2,112.3,+1.9," vs. ORL, @ NYK, vs. MIA, vs. MIL",137 - 127
870,18-19,902,18,18,21/04/2021 21:00,Toyota Center,Houston Rockets,Utah Jazz,HOU,101.2,107.0,113.2,-6.3," @ MIA, vs. UTA, vs. LAC, @ DEN",UTA,99.6,116.7,107.8,+8.9," @ LAL, @ HOU, vs. MIN",89 - 112
871,18-19,442,18,18,21/04/2021 21:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,DAL,97.9,113.5,112.2,+1.3," vs. DET, vs. LAL, vs. LAL",DET,98.3,108.3,112.1,-3.8," vs. CLE, @ DAL, @ SAS, @ IND",127 - 117
872,18-19,904,18,18,21/04/2021 21:30,AT&T Center,San Antonio Spurs,Miami Heat,SAS,99.5,110.3,110.8,-0.5," @ IND, vs. MIA, vs. DET, @ NOP",MIA,97.3,108.4,109.9,-1.5," vs. HOU, @ SAS, @ ATL, vs. CHI",87 - 107
873,18-19,905,18,18,21/04/2021 23:00,STAPLES Center,LA Clippers,Memphis Grizzlies,LAC,97.9,117.4,110.6,+6.8," @ POR, vs. MEM, @ HOU",MEM,100.9,111.8,110.0,+1.8," @ DEN, @ LAC, @ POR, @ POR",117 - 105
874,18-19,906,18,18,21/04/2021 23:00,Moda Center,Portland Trail Blazers,Denver Nuggets,POR,98.7,115.7,115.9,-0.2," vs. LAC, vs. DEN, vs. MEM, vs. MEM",DEN,97.4,117.0,110.7,+5.5," vs. MEM, @ POR, @ GSW, vs. HOU",105 - 106
875,18-19,907,18,18,21/04/2021 23:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,SAC,100.8,113.1,117.5,-4.4," vs. MIN, vs. MIN, @ GSW",MIN,101.9,107.5,114.9,-7.5," @ SAC, @ SAC, @ UTA",128 - 125
876,18-19,908,18,18,22/04/2021 20:00,TD Garden,Boston Celtics,Phoenix Suns,BOS,98.6,113.6,111.6,+2.0," vs. CHI, vs. PHX, @ BKN, @ CHA",PHX,98.2,115.3,108.6,+6.7," @ MIL, @ PHI, @ BOS, @ BKN",99 - 86
877,18-19,909,18,18,22/04/2021 20:00,Amway Center,Orlando Magic,New Orleans Pelicans,ORL,98.8,105.3,112.9,-7.6," @ ATL, vs. NOP, vs. IND",NOP,99.6,113.8,114.6,-0.8," vs. BKN, @ ORL, vs. SAS",100 - 135
878,18-19,910,18,18,22/04/2021 20:00,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,MIL,102.5,116.2,109.9,+6.3," vs. PHX, vs. PHI, vs. PHI, @ ATL",PHI,100.8,111.8,106.6,+5.2," vs. GSW, vs. PHX, @ MIL, @ MIL",124 - 117
879,18-19,911,18,18,22/04/2021 21:30,AT&T Center,San Antonio Spurs,Detroit Pistons,SAS,99.5,110.3,110.8,-0.5," @ IND, vs. MIA, vs. DET, @ NOP",DET,98.3,108.3,112.1,-3.8," vs. CLE, @ DAL, @ SAS, @ IND",106 - 91
880,18-19,912,18,18,22/04/2021 22:00,United Center,Chicago Bulls,Charlotte Hornets,CHI,100.3,110.9,112.5,-1.6," @ BOS, @ CLE, vs. CHA, @ MIA",CHA,99.6,110.3,116.3,-1.3," @ NYK, @ CHI, vs. CLE, vs. BOS",108 - 91
881,18-19,913,18,18,22/04/2021 22:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,DAL,97.9,113.5,112.2,+1.3," vs. DET, vs. LAL, vs. LAL",LAL,99.1,110.0,105.8,+4.2," vs. UTA, @ DAL, @ DAL",115 - 110
882,18-19,914,18,18,23/04/2021 20:30,State Farm Arena,Atlanta Hawks,Miami Heat,ATL,98.6,114.2,112.3,+1.9," vs. ORL, @ NYK, vs. MIA, vs. MIL",MIA,97.3,108.4,109.9,-1.5," vs. HOU, @ SAS, @ ATL, vs. CHI",118 - 103
883,18-19,915,18,18,23/04/2021 20:30,Barclays Center,Brooklyn Nets,Boston Celtics,BKN,100.3,117.2,113.0,+4.3," @ NOP, @ TOR, vs. BOS, vs. PHX",BOS,98.6,113.6,111.6,+2.0," vs. CHI, vs. PHX, @ BKN, @ CHA",109 - 104
884,18-19,916,18,18,23/04/2021 21:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,CHA,99.6,110.3,116.3,-1.3," @ NYK, @ CHI, vs. CLE, vs. BOS",CLE,98.1,104.9,112.1,-7.2," @ DET, vs. CHI, @ CHA, @ WAS",108 - 102
885,18-19,917,18,18,23/04/2021 21:00,Toyota Center,Houston Rockets,LA Clippers,HOU,101.2,107.0,113.2,-6.3," @ MIA, vs. UTA, vs. LAC, @ DEN",LAC,97.9,117.4,110.6,+6.8," @ POR, vs. MEM, @ HOU",104 - 109
886,18-19,918,18,18,23/04/2021 21:00,Chesapeake Energy Arena,Oklahoma City Thunder,Washington Wizards,OKC,101.0,103.6,112.6,-9.0," @ WAS, @ IND, vs. WAS",WAS,104.6,108.6,112.6,-3.9," vs. OKC, vs. GSW, @ OKC, vs. CLE",109 - 129
887,18-19,225,18,18,23/04/2021 23:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,POR,98.7,115.7,115.9,-0.2," vs. LAC, vs. DEN, vs. MEM, vs. MEM",MEM,100.9,111.8,110.0,+1.8," @ DEN, @ LAC, @ POR, @ POR",128 - 130
888,18-19,920,18,18,23/04/2021 23:00,Chase Center,Golden State Warriors,Denver Nuggets,GSW,102.9,109.6,110.2,-0.5," @ PHI, @ WAS, vs. DEN, vs. SAC",DEN,97.4,117.0,110.7,+5.5," vs. MEM, @ POR, @ GSW, vs. HOU",118 - 97
889,18-19,921,18,18,24/04/2021 14:00,Madison Square Garden,New York Knicks,Toronto Raptors,NYK,96.6,109.4,107.5,+1.8," vs. CHA, vs. ATL, vs. TOR",TOR,99.8,112.2,111.5,+0.7," vs. BKN, @ NYK",120 - 103
890,18-19,922,18,18,24/04/2021 16:30,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,MIL,102.5,116.2,109.9,+6.3," vs. PHX, vs. PHI, vs. PHI, @ ATL",PHI,100.8,111.8,106.6,+5.2," vs. GSW, vs. PHX, @ MIL, @ MIL",132 - 94
891,18-19,923,18,18,24/04/2021 20:00,Bankers Life Fieldhouse,Indiana Pacers,Detroit Pistons,IND,101.3,111.3,111.7,-0.5," vs. SAS, vs. OKC, vs. DET, @ ORL",DET,98.3,108.3,112.1,-3.8," vs. CLE, @ DAL, @ SAS, @ IND",115 - 109
892,18-19,264,18,18,24/04/2021 21:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,NOP,99.6,113.8,114.6,-0.8," vs. BKN, @ ORL, vs. SAS",SAS,99.5,110.3,110.8,-0.5," @ IND, vs. MIA, vs. DET, @ NOP",108 - 110
893,18-19,925,18,18,24/04/2021 21:00,AmericanAirlines Arena,Miami Heat,Chicago Bulls,MIA,97.3,108.4,109.9,-1.5," vs. HOU, @ SAS, @ ATL, vs. CHI",CHI,100.3,110.9,112.5,-1.6," @ BOS, @ CLE, vs. CHA, @ MIA",106 - 101
894,18-19,926,18,18,24/04/2021 21:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,DAL,97.9,113.5,112.2,+1.3," vs. DET, vs. LAL, vs. LAL",LAL,99.1,110.0,105.8,+4.2," vs. UTA, @ DAL, @ DAL",108 - 93
895,18-19,927,18,18,24/04/2021 22:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,UTA,99.6,116.7,107.8,+8.9," @ LAL, @ HOU, vs. MIN",MIN,101.9,107.5,114.9,-7.5," @ SAC, @ SAC, @ UTA",96 - 101
896,18-19,928,18,18,24/04/2021 23:00,Ball Arena,Denver Nuggets,Houston Rockets,DEN,97.4,117.0,110.7,+5.5," vs. MEM, @ POR, @ GSW, vs. HOU",HOU,101.2,107.0,113.2,-6.3," @ MIA, vs. UTA, vs. LAC, @ DEN",129 - 116
897,18-19,929,18,18,25/04/2021 14:00,Spectrum Center,Charlotte Hornets,Boston Celtics,CHA,99.6,110.3,116.3,-1.3," @ NYK, @ CHI, vs. CLE, vs. BOS",BOS,98.6,113.6,111.6,+2.0," vs. CHI, vs. PHX, @ BKN, @ CHA",125 - 104
898,18-19,930,18,18,25/04/2021 16:30,Barclays Center,Brooklyn Nets,Phoenix Suns,BKN,100.3,117.2,113.0,+4.3," @ NOP, @ TOR, vs. BOS, vs. PHX",PHX,98.2,115.3,108.6,+6.7," @ MIL, @ PHI, @ BOS, @ BKN",128 - 119
899,18-19,240,18,18,25/04/2021 17:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,POR,98.7,115.7,115.9,-0.2," vs. LAC, vs. DEN, vs. MEM, vs. MEM",MEM,100.9,111.8,110.0,+1.8," @ DEN, @ LAC, @ POR, @ POR",113 - 120
900,18-19,197,18,18,25/04/2021 20:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,WAS,104.6,108.6,112.6,-3.9," vs. OKC, vs. GSW, @ OKC, vs. CLE",CLE,98.1,104.9,112.1,-7.2," @ DET, vs. CHI, @ CHA, @ WAS",119 - 110
901,18-19,933,18,18,25/04/2021 20:30,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,ATL,98.6,114.2,112.3,+1.9," vs. ORL, @ NYK, vs. MIA, vs. MIL",MIL,102.5,116.2,109.9,+6.3," vs. PHX, vs. PHI, vs. PHI, @ ATL",111 - 104
902,18-19,934,18,18,25/04/2021 21:00,Amway Center,Orlando Magic,Indiana Pacers,ORL,98.8,105.3,112.9,-7.6," @ ATL, vs. NOP, vs. IND",IND,101.3,111.3,111.7,-0.5," vs. SAS, vs. OKC, vs. DET, @ ORL",112 - 131
903,18-19,935,18,18,25/04/2021 23:00,Chase Center,Golden State Warriors,Sacramento Kings,GSW,102.9,109.6,110.2,-0.5," @ PHI, @ WAS, vs. DEN, vs. SAC",SAC,100.8,113.1,117.5,-4.4," vs. MIN, vs. MIN, @ GSW",117 - 113
904,18-19,936,18,18,26/04/2021 20:00,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,DET,98.3,108.3,112.1,-3.8," vs. CLE, @ DAL, @ SAS, @ IND",ATL,98.6,114.2,112.3,+1.9," vs. ORL, @ NYK, vs. MIA, vs. MIL",100 - 86
905,18-19,937,18,18,26/04/2021 20:00,Amway Center,Orlando Magic,Los Angeles Lakers,ORL,98.8,105.3,112.9,-7.6," @ ATL, vs. NOP, vs. IND",LAL,99.1,110.0,105.8,+4.2," vs. UTA, @ DAL, @ DAL",103 - 114
906,18-19,938,18,18,26/04/2021 20:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,PHI,100.8,111.8,106.6,+5.2," vs. GSW, vs. PHX, @ MIL, @ MIL",OKC,101.0,103.6,112.6,-9.0," @ WAS, @ IND, vs. WAS",121 - 90
907,18-19,939,18,18,26/04/2021 20:00,Capital One Arena,Washington Wizards,San Antonio Spurs,WAS,104.6,108.6,112.6,-3.9," vs. OKC, vs. GSW, @ OKC, vs. CLE",SAS,99.5,110.3,110.8,-0.5," @ IND, vs. MIA, vs. DET, @ NOP",143 - 146
908,18-19,940,18,18,26/04/2021 20:30,Madison Square Garden,New York Knicks,Phoenix Suns,NYK,96.6,109.4,107.5,+1.8," vs. CHA, vs. ATL, vs. TOR",PHX,98.2,115.3,108.6,+6.7," @ MIL, @ PHI, @ BOS, @ BKN",110 - 118
909,18-19,941,18,18,26/04/2021 20:30,Amalie Arena,Toronto Raptors,Cleveland Cavaliers,TOR,99.8,112.2,111.5,+0.7," vs. BKN, @ NYK",CLE,98.1,104.9,112.1,-7.2," @ DET, vs. CHI, @ CHA, @ WAS",112 - 96
910,18-19,942,18,18,26/04/2021 21:00,AmericanAirlines Arena,Miami Heat,Chicago Bulls,MIA,97.3,108.4,109.9,-1.5," vs. HOU, @ SAS, @ ATL, vs. CHI",CHI,100.3,110.9,112.5,-1.6," @ BOS, @ CLE, vs. CHA, @ MIA",102 - 110
